reward_call_index,case_id,max_correct_reward,max_wrong_reward,mean_correct_reward,mean_wrong_reward
3,in_abs_train_6494,0.49999999999999994,0.3083560606060606,0.47319999999999995,0.16036868686868685
3,sc_1970_insc_231,0.6222954545454544,0.14775,0.5067016108891108,0.11759644607843137
3,sc_1980_insc_110,0.49774999999999997,0.2808269230769231,0.4762689075630252,0.19587156593406593
3,sc_1990_insc_203,0.6334642857142856,0.2857142857142857,0.5173928571428571,0.21673214285714285
3,sc_2001_insc_193,0.6183382352941176,0.23525000000000001,0.5758357843137254,0.13091078431372546
3,sc_2003_insc_321,0.49774999999999997,0.14775,0.4760999999999999,0.08183333333333333
3,sc_2004_insc_608,0.6733910256410256,0.32150565610859727,0.5629171245421244,0.2465711478923553
3,sc_2007_insc_600,0.39999999999999997,0.05,0.3983125,0.044500000000000005
3,sc_2009_insc_23,0.39999999999999997,0.05,0.3985,0.047650000000000005
3,sc_2018_insc_459,0.5833333333333334,0.34775,0.5090999999999999,0.18386111111111111
4,in_abs_train_2407,0.39999999999999997,0.05,0.39887500000000004,0.05
4,sc_1983_insc_190,0.39999999999999997,0.05,0.3985,0.047200000000000006
4,sc_1988_insc_161,0.46155090497737555,0.13108333333333333,0.4303668929110106,0.08633333333333335
4,sc_1997_insc_826,0.41441666666666666,0.1403970588235294,0.4135833333333333,0.08138562091503268
4,sc_1998_insc_444,0.7,0.1590909090909091,0.5150171911421911,0.13181818181818183
4,sc_2011_insc_107,0.4712121212121212,0.19775,0.43553639334521693,0.15167156862745096
4,sc_2012_insc_436,0.44775,0.1,0.4459358974358974,0.06910000000000001
4,sc_2013_insc_510,0.7500124434389138,0.25,0.5652758653111594,0.20405555555555555
4,sc_2018_insc_1018,0.39775,0.05,0.39775,0.04865000000000001
4,sc_2021_insc_762,0.43524999999999997,0.21833823529411764,0.4165,0.10706372549019606
4,sc_2022_insc_1017,0.39999999999999997,0.05,0.3982,0.04850000000000001
4,sc_2023_insc_331,0.6022954545454544,0.10454545454545455,0.4672038961038961,0.08561363636363635
5,in_abs_train_7067,0.61,0.29108333333333336,0.5089131493506494,0.1625684523809524
5,sc_1962_insc_245,0.5644166666666666,0.19775,0.5185972222222222,0.16025
5,sc_1972_insc_19,0.5310833333333334,0.24999999999999994,0.4659166666666666,0.18319999999999997
5,sc_1984_insc_108,0.5916666666666666,0.23108333333333334,0.46780871212121206,0.1129832459207459
5,sc_1984_insc_221,0.59775,0.20229545454545453,0.5270353535353535,0.20002272727272727
5,sc_1987_insc_226,0.39775,0.08525,0.39774999999999994,0.08525
5,sc_1990_insc_47,0.5278409090909091,0.2791785714285714,0.5084545454545454,0.20246996753246754
5,sc_2005_insc_4,0.49999999999999994,0.12275,0.442625,0.0861875
5,sc_2008_insc_673,0.39999999999999997,0.05,0.3981,0.049249999999999995
5,sc_2021_insc_580,0.39775,0.05,0.39617499999999994,0.04850000000000001
